"age" "workclass" "education_num" "marital_status" "occupation" "race" "sex" "hours_per_week" "income"
38 " Other/Unknown" 4 " Divorced" " Other/Unknown" " White" " Female" 40 35.04
30 " Private" 12 " Single" " Sales" " White" " Male" 40 48.36
35 " Private" 9 " Divorced" " Service" " White" " Female" 40 40.06
25 " Private" 10 " Divorced" " Professional" " White" " Female" 35 40.39
61 " Private" 15 " Married" " White-Collar" " White" " Male" 20 55.23
71 " Other/Unknown" 9 " Married" " Other/Unknown" " White" " Male" 70 47.31
35 " Government" 9 " Divorced" " Professional" " White" " Female" 40 44.42
35 " Government" 9 " Divorced" " Professional" " White" " Female" 40 45
38 " Private" 9 " Married" " Service" " White" " Male" 40 48.31
27 " Self-Employed" 11 " Single" " Blue-Collar" " White" " Male" 40 46.62
51 " Private" 2 " Widowed" " Service" " White" " Female" 35 35.78
55 " Self-Employed" 12 " Divorced" " Sales" " White" " Female" 40 39.83
45 " Private" 13 " Married" " Sales" " White" " Male" 55 57.89
33 " Private" 11 " Married" " White-Collar" " Black" " Female" 40 42.9
25 " Government" 10 " Single" " Service" " Black" " Male" 40 43.48
52 " Private" 16 " Married" " White-Collar" " White" " Male" 38 62.72
46 " Private" 10 " Divorced" " Blue-Collar" " White" " Female" 17 42.6
34 " Private" 10 " Married" " Sales" " White" " Female" 20 41.81
52 " Government" 13 " Married" " Professional" " White" " Male" 40 61.2
47 " Private" 10 " Divorced" " Service" " White" " Female" 40 39.95
46 " Private" 13 " Divorced" " Professional" " Black" " Female" 40 42.41
36 " Self-Employed" 10 " Married" " Sales" " White" " Male" 60 47.21
69 " Other/Unknown" 4 " Married" " Other/Unknown" " White" " Male" 48 49.37
34 " Private" 10 " Married" " White-Collar" " White" " Female" 40 50.22
36 " Private" 9 " Single" " Blue-Collar" " White" " Male" 65 54.83
31 " Private" 9 " Single" " White-Collar" " White" " Male" 40 52.23
31 " Self-Employed" 9 " Married" " Service" " White" " Female" 40 37.6
38 " Government" 13 " Married" " Blue-Collar" " White" " Male" 40 60.94
57 " Government" 10 " Divorced" " White-Collar" " White" " Female" 35 49.68
24 " Private" 12 " Single" " Sales" " White" " Male" 20 48.3
37 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 45 53.09
69 " Self-Employed" 10 " Married" " Blue-Collar" " White" " Male" 72 54.81
39 " Private" 14 " Married" " Professional" " White" " Male" 40 54.78
38 " Private" 11 " Divorced" " Blue-Collar" " White" " Male" 40 54.1
34 " Government" 9 " Single" " Blue-Collar" " Black" " Male" 40 48.24
21 " Private" 9 " Single" " Sales" " White" " Female" 40 38.8
21 " Private" 10 " Single" " Service" " White" " Female" 20 37.27
61 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 56.83
35 " Private" 9 " Married" " White-Collar" " White" " Male" 45 56.47
29 " Private" 10 " Single" " Sales" " Black" " Male" 55 40.5
18 " Other/Unknown" 6 " Single" " Other/Unknown" " White" " Female" 30 33.62
41 " Government" 9 " Divorced" " White-Collar" " White" " Male" 45 59.28
42 " Private" 8 " Married" " Blue-Collar" " Black" " Male" 60 48.8
52 " Private" 14 " Divorced" " Professional" " White" " Female" 40 43.81
38 " Private" 8 " Single" " Service" " White" " Female" 17 36.34
51 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 50 51.18
55 " Private" 9 " Married" " Service" " Asian-Pac-Islander" " Male" 40 43.08
20 " Private" 10 " Single" " Blue-Collar" " White" " Female" 40 41.65
23 " Private" 10 " Single" " White-Collar" " White" " Male" 40 51.16
24 " Private" 12 " Married" " Blue-Collar" " White" " Male" 40 58.16
48 " Private" 13 " Divorced" " White-Collar" " White" " Male" 40 53.63
22 " Private" 9 " Single" " Service" " White" " Female" 40 38.85
22 " Government" 10 " Single" " Service" " White" " Female" 15 38.05
28 " Private" 10 " Single" " White-Collar" " Black" " Female" 40 40.95
28 " Private" 14 " Married" " Sales" " White" " Male" 45 56.98
34 " Private" 13 " Married" " White-Collar" " White" " Male" 55 58.05
25 " Private" 9 " Single" " White-Collar" " Black" " Male" 40 43.86
48 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 50 50.91
32 " Government" 9 " Married" " Service" " White" " Male" 43 56.35
31 " Private" 5 " Single" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 35 38.66
65 " Other/Unknown" 9 " Widowed" " Other/Unknown" " White" " Female" 25 37.15
56 " Government" 10 " Divorced" " White-Collar" " White" " Female" 35 47.2
22 " Self-Employed" 11 " Single" " Blue-Collar" " Amer-Indian-Eskimo" " Male" 75 38.07
27 " Private" 13 " Single" " Service" " White" " Male" 50 45.98
27 " Government" 9 " Single" " White-Collar" " Black" " Female" 40 43.24
30 " Government" 14 " Married" " Professional" " White" " Male" 45 56.92
33 " Private" 10 " Single" " Sales" " White" " Female" 40 39.66
50 " Private" 13 " Married" " Professional" " White" " Male" 43 56.61
19 " Private" 10 " Single" " Sales" " White" " Female" 22 37.47
42 " Private" 9 " Married" " Sales" " White" " Male" 40 51.91
37 " Government" 9 " Married" " White-Collar" " Black" " Male" 40 56.28
26 " Private" 9 " Single" " White-Collar" " White" " Male" 40 51.87
32 " Other/Unknown" 8 " Single" " Other/Unknown" " Black" " Female" 40 36.51
43 " Private" 10 " Separated" " Professional" " White" " Female" 40 39.79
47 " Private" 9 " Divorced" " White-Collar" " White" " Female" 40 45.32
26 " Private" 13 " Married" " White-Collar" " White" " Female" 40 48.69
24 " Private" 10 " Single" " White-Collar" " White" " Female" 40 46.37
34 " Private" 7 " Divorced" " Service" " White" " Female" 70 40.41
33 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 45 53.28
35 " Private" 14 " Single" " Professional" " Asian-Pac-Islander" " Female" 40 40.19
57 " Private" 9 " Married" " Blue-Collar" " White" " Male" 50 55.65
45 " Private" 9 " Married" " White-Collar" " White" " Male" 7 54.57
42 " Private" 10 " Separated" " Blue-Collar" " Black" " Female" 40 40.31
25 " Private" 13 " Single" " White-Collar" " White" " Male" 35 52.57
56 " Private" 9 " Married" " White-Collar" " White" " Male" 40 57.04
25 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 51.64
23 " Private" 13 " Single" " Blue-Collar" " White" " Male" 50 52.79
35 " Government" 10 " Married" " Service" " White" " Male" 50 57.71
28 " Private" 5 " Single" " Service" " White" " Male" 52 47.59
41 " Private" 12 " Married" " Blue-Collar" " White" " Male" 60 53.33
26 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 50.24
37 " Private" 9 " Divorced" " Service" " Black" " Female" 30 38.57
22 " Private" 9 " Single" " Service" " Other" " Male" 20 37.39
30 " Private" 13 " Divorced" " Service" " White" " Male" 40 51.18
42 " Private" 13 " Separated" " Service" " White" " Male" 40 47.78
38 " Private" 11 " Divorced" " Service" " White" " Female" 30 37.08
49 " Private" 1 " Married" " Service" " White" " Male" 40 49.34
27 " Private" 13 " Married" " Sales" " White" " Male" 60 56.24
43 " Government" 9 " Married" " White-Collar" " White" " Female" 40 51.47
68 " Other/Unknown" 10 " Married" " Other/Unknown" " White" " Female" 40 39.62
41 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 59.92
25 " Private" 9 " Single" " White-Collar" " White" " Male" 40 50.85
23 " Private" 13 " Single" " Service" " White" " Male" 40 49.4
68 " Private" 13 " Married" " Professional" " White" " Male" 40 55.14
17 " Private" 6 " Single" " Service" " White" " Male" 25 44.44
45 " Self-Employed" 13 " Single" " White-Collar" " White" " Female" 40 40.5
45 " Private" 11 " Divorced" " White-Collar" " White" " Male" 40 57.34
30 " Private" 10 " Married" " Sales" " White" " Male" 40 53.06
49 " Government" 10 " Divorced" " Professional" " White" " Female" 20 46.49
42 " Private" 10 " Married" " Blue-Collar" " White" " Male" 45 55.82
29 " Private" 9 " Single" " Service" " White" " Female" 40 41.43
21 " Government" 10 " Single" " Service" " White" " Female" 40 41.25
20 " Private" 10 " Single" " Service" " White" " Female" 19 37.73
59 " Private" 7 " Divorced" " Service" " Black" " Female" 35 40.31
26 " Private" 6 " Married" " Blue-Collar" " White" " Male" 55 52.69
25 " Private" 14 " Single" " Service" " White" " Female" 37 37.61
33 " Private" 9 " Married" " Blue-Collar" " White" " Male" 55 58.87
35 " Private" 9 " Divorced" " Service" " White" " Female" 40 41.38
45 " Government" 9 " Married" " Blue-Collar" " White" " Male" 40 63.03
66 " Private" 10 " Married" " Sales" " White" " Male" 28 54.62
67 " Other/Unknown" 3 " Widowed" " Other/Unknown" " Black" " Female" 40 34.73
33 " Private" 12 " Single" " Sales" " Other" " Male" 36 38.09
38 " Private" 9 " Married" " Blue-Collar" " Other" " Male" 40 43.44
72 " Private" 9 " Married" " Sales" " White" " Male" 12 51.56
21 " Private" 10 " Single" " White-Collar" " White" " Female" 12 43.11
39 " Private" 10 " Married" " Blue-Collar" " White" " Male" 60 54.72
41 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.42
22 " Private" 10 " Single" " Professional" " White" " Male" 12 52.7
49 " Self-Employed" 10 " Married" " White-Collar" " White" " Male" 50 52.66
24 " Private" 13 " Single" " White-Collar" " White" " Male" 32 54.68
25 " Private" 7 " Married" " Blue-Collar" " White" " Male" 40 53.94
26 " Private" 10 " Married" " White-Collar" " White" " Male" 40 59.4
50 " Private" 9 " Divorced" " Blue-Collar" " White" " Male" 40 51.34
23 " Private" 9 " Single" " Service" " White" " Female" 40 35.54
41 " Private" 6 " Divorced" " Sales" " White" " Male" 48 47.03
60 " Private" 9 " Divorced" " Service" " White" " Male" 40 51.21
67 " Other/Unknown" 9 " Divorced" " Other/Unknown" " White" " Female" 7 39.42
77 " Government" 13 " Married" " White-Collar" " White" " Male" 14 61.81
62 " Private" 10 " Divorced" " Service" " White" " Female" 60 39.87
22 " Private" 10 " Single" " Blue-Collar" " White" " Male" 35 50.54
37 " Private" 10 " Divorced" " White-Collar" " White" " Female" 40 44.03
17 " Private" 7 " Single" " Blue-Collar" " White" " Male" 10 46.35
52 " Government" 14 " Single" " White-Collar" " White" " Female" 40 49.8
31 " Private" 9 " Single" " Blue-Collar" " White" " Male" 35 50.25
23 " Government" 13 " Single" " Professional" " White" " Male" 40 51.04
27 " Self-Employed" 9 " Single" " Blue-Collar" " White" " Male" 50 50.21
38 " Self-Employed" 10 " Married" " White-Collar" " White" " Female" 45 44.76
23 " Private" 6 " Single" " Service" " White" " Female" 40 36.15
22 " Government" 10 " Single" " White-Collar" " Black" " Female" 40 49.95
61 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 40 53.56
55 " Private" 3 " Married" " Blue-Collar" " White" " Male" 40 51.21
23 " Private" 10 " Single" " Service" " White" " Female" 40 39.63
39 " Private" 3 " Married" " Service" " Asian-Pac-Islander" " Female" 40 39.78
38 " Government" 16 " Married" " White-Collar" " White" " Male" 50 65.63
25 " Private" 10 " Single" " White-Collar" " White" " Female" 40 38.79
25 " Private" 13 " Single" " Sales" " Asian-Pac-Islander" " Male" 44 37.95
66 " Private" 10 " Married" " Sales" " White" " Male" 24 50.92
30 " Private" 10 " Married" " White-Collar" " White" " Female" 40 47.49
32 " Private" 9 " Single" " Blue-Collar" " White" " Male" 40 51.44
43 " Private" 10 " Married" " Sales" " White" " Male" 40 50.96
18 " Private" 4 " Single" " Sales" " White" " Male" 30 45.26
20 " Private" 7 " Single" " Blue-Collar" " White" " Male" 60 51.33
20 " Private" 9 " Single" " Blue-Collar" " Black" " Male" 45 42.81
34 " Private" 14 " Divorced" " White-Collar" " Black" " Female" 40 46.62
33 " Private" 12 " Married" " Blue-Collar" " White" " Male" 40 57.51
40 " Private" 9 " Married" " Sales" " White" " Male" 60 52.7
33 " Private" 9 " Married" " Sales" " White" " Male" 60 52.36
30 " Private" 9 " Single" " Blue-Collar" " White" " Male" 42 50.2
41 " Government" 1 " Single" " Blue-Collar" " White" " Female" 30 41.38
20 " Private" 10 " Single" " White-Collar" " White" " Female" 12 43.58
40 " Self-Employed" 13 " Married" " Sales" " White" " Male" 50 50.68
44 " Self-Employed" 13 " Divorced" " White-Collar" " White" " Male" 40 52.14
50 " Private" 3 " Married" " Blue-Collar" " Asian-Pac-Islander" " Female" 35 41.2
38 " Other/Unknown" 15 " Divorced" " Other/Unknown" " White" " Female" 30 41.63
30 " Government" 9 " Married" " Blue-Collar" " White" " Male" 25 55.08
45 " Private" 10 " Divorced" " Sales" " White" " Male" 40 49.08
25 " Private" 13 " Single" " Professional" " White" " Female" 40 38.42
22 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Male" 40 46.21
25 " Private" 10 " Married" " Blue-Collar" " White" " Male" 40 54.85
63 " Other/Unknown" 13 " Married" " Other/Unknown" " White" " Male" 40 49
55 " Government" 9 " Married" " Blue-Collar" " White" " Male" 40 60.68
26 " Private" 10 " Single" " Service" " White" " Female" 30 36.46
22 " Private" 10 " Single" " Blue-Collar" " White" " Male" 40 51
41 " Self-Employed" 9 " Divorced" " Blue-Collar" " White" " Male" 40 52.29
21 " Private" 11 " Single" " Service" " White" " Male" 40 46.69
39 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 53.38
82 " Other/Unknown" 11 " Widowed" " Other/Unknown" " White" " Female" 8 36.18
18 " Private" 7 " Single" " Sales" " White" " Male" 15 48.97
60 " Private" 7 " Divorced" " Service" " White" " Male" 40 49.5
22 " Private" 10 " Single" " Blue-Collar" " White" " Male" 20 46.82
39 " Government" 10 " Single" " Service" " Black" " Female" 40 40.19
34 " Private" 9 " Married" " White-Collar" " White" " Male" 40 60.66
50 " Government" 14 " Divorced" " Professional" " Black" " Female" 30 43.42
53 " Private" 10 " Divorced" " White-Collar" " White" " Female" 40 41.55
27 " Private" 9 " Single" " Sales" " Black" " Male" 60 37.79
37 " Private" 10 " Married" " Blue-Collar" " Black" " Male" 50 46.57
25 " Private" 9 " Married" " Service" " White" " Male" 50 51.89
33 " Private" 10 " Married" " Blue-Collar" " White" " Male" 60 55.52
34 " Government" 13 " Married" " Professional" " White" " Male" 55 58.62
35 " Private" 11 " Single" " Service" " White" " Female" 65 40.78
51 " Private" 10 " Married" " White-Collar" " White" " Male" 45 57.15
33 " Private" 6 " Married" " Blue-Collar" " White" " Male" 40 54.51
57 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 60 55.1
25 " Other/Unknown" 10 " Single" " Other/Unknown" " White" " Male" 40 43.66
56 " Private" 4 " Married" " Blue-Collar" " White" " Male" 40 53.5
34 " Private" 13 " Divorced" " White-Collar" " White" " Male" 85 58.6
36 " Private" 13 " Single" " Professional" " White" " Male" 40 46.68
46 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.84
55 " Private" 9 " Married" " Blue-Collar" " White" " Male" 45 57.37
88 " Self-Employed" 15 " Married" " White-Collar" " White" " Male" 40 59.45
60 " Self-Employed" 10 " Married" " White-Collar" " White" " Male" 35 54.89
40 " Self-Employed" 14 " Separated" " White-Collar" " White" " Female" 20 40.18
21 " Private" 10 " Single" " Sales" " White" " Female" 55 38.65
46 " Private" 9 " Married" " Blue-Collar" " Black" " Female" 36 44.9
56 " Private" 16 " Married" " Professional" " White" " Male" 50 55.56
36 " Self-Employed" 9 " Divorced" " Blue-Collar" " White" " Male" 60 53.3
67 " Self-Employed" 10 " Married" " Sales" " White" " Male" 40 49.69
35 " Private" 10 " Married" " Blue-Collar" " White" " Male" 60 53.14
20 " Private" 10 " Single" " Blue-Collar" " White" " Female" 40 37.51
34 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 52.7
23 " Private" 9 " Single" " Blue-Collar" " Asian-Pac-Islander" " Male" 40 37.78
19 " Other/Unknown" 9 " Single" " Other/Unknown" " White" " Male" 30 43.49
19 " Private" 10 " Single" " Blue-Collar" " White" " Female" 15 39.52
25 " Private" 10 " Single" " Blue-Collar" " White" " Male" 40 53.59
53 " Private" 9 " Married" " Blue-Collar" " White" " Male" 40 55.4
18 " Other/Unknown" 10 " Single" " Other/Unknown" " Black" " Female" 40 35.21
31 " Self-Employed" 9 " Married" " Blue-Collar" " White" " Male" 91 54.06
33 " Private" 4 " Married" " Blue-Collar" " White" " Male" 40 55.74
33 " Government" 10 " Divorced" " Service" " Black" " Male" 40 46.39
45 " Self-Employed" 15 " Divorced" " Professional" " White" " Male" 36 51.44
35 " Private" 10 " Divorced" " Service" " Black" " Female" 40 37.67
20 " Other/Unknown" 9 " Single" " Other/Unknown" " White" " Male" 40 49.84
36 " Private" 7 " Married" " Blue-Collar" " White" " Male" 40 55.34
36 " Private" 9 " Married" " Blue-Collar" " White" " Male" 85 57.38
51 " Self-Employed" 9 " Married" " White-Collar" " White" " Male" 30 54.13
45 " Other/Unknown" 14 " Married" " Other/Unknown" " White" " Male" 40 50.78
45 " Government" 15 " Divorced" " Professional" " Black" " Male" 36 46.36
24 " Private" 3 " Single" " Blue-Collar" " White" " Male" 40 51.19
28 " Private" 11 " Single" " Service" " White" " Female" 36 35.89
63 " Private" 7 " Married" " Sales" " White" " Male" 22 48.58
35 " Private" 9 " Married" " Blue-Collar" " Black" " Male" 60 49.73
